transcription_id,session_id,timestamp,speaker,text
TRN00000606,SES000027,2025-10-06 09:12:27,Ian Okafor,"That's correct, well done"
TRN00000595,SES000027,2025-10-06 09:13:02,Vera Bello,Can someone summarize what we covered last week
TRN00000607,SES000028,2025-10-09 12:15:31,Habib Hassan,"Good morning everyone, let's begin today's class"
TRN00000628,SES000028,2025-10-09 12:19:00,Dr. Amina Okafor,The quiz will be open book
TRN00000610,SES000028,2025-10-09 12:25:10,Fiona Nwosu,Please submit your work on the portal
TRN00000625,SES000028,2025-10-09 12:26:40,Habib Hassan,Everyone following so far
TRN00000616,SES000028,2025-10-09 12:36:11,Fiona Nwosu,Great participation today
TRN00000626,SES000028,2025-10-09 12:36:44,Fiona Nwosu,Can someone summarize what we covered last week
TRN00000615,SES000028,2025-10-09 12:45:29,Dr. Amina Okafor,Remember to check your email for updates
TRN00000622,SES000028,2025-10-09 12:48:10,Fiona Nwosu,Can someone summarize what we covered last week
TRN00000608,SES000028,2025-10-09 12:48:53,Rashida Smith,"That's correct, well done"
TRN00000618,SES000028,2025-10-09 12:52:23,Nnamdi Nwosu,The quiz will be open book
TRN00000620,SES000028,2025-10-09 12:58:14,Fiona Nwosu,Everyone following so far
TRN00000614,SES000028,2025-10-09 12:59:54,Chinwe Okafor,The quiz will be open book
TRN00000619,SES000028,2025-10-09 13:02:33,Fiona Nwosu,The quiz will be open book
TRN00000627,SES000028,2025-10-09 13:08:05,Nnamdi Nwosu,Remember to check your email for updates
TRN00000609,SES000028,2025-10-09 13:11:59,Nnamdi Nwosu,Remember to check your email for updates
TRN00000623,SES000028,2025-10-09 13:14:53,Fiona Nwosu,Let's take a short break and continue
TRN00000612,SES000028,2025-10-09 13:15:39,Rashida Smith,Make sure to review the reading material
TRN00000611,SES000028,2025-10-09 13:24:43,Chinwe Okafor,Make sure to review the reading material
TRN00000624,SES000028,2025-10-09 13:24:51,Nnamdi Nwosu,Please pay attention to this important concept
TRN00000621,SES000028,2025-10-09 13:35:33,Rashida Smith,Any questions before we move on
TRN00000613,SES000028,2025-10-09 13:37:09,Chinwe Okafor,Remember to check your email for updates
TRN00000617,SES000028,2025-10-09 13:43:14,Rashida Smith,Please pay attention to this important concept
TRN00000630,SES000029,2025-10-11 09:35:06,Prof. David Johnson,"This will be on the exam, so take notes"
TRN00000636,SES000029,2025-10-11 09:47:29,Segun Hassan,Remember to check your email for updates
TRN00000639,SES000029,2025-10-11 09:59:13,Habib Hassan,Remember to check your email for updates
TRN00000642,SES000029,2025-10-11 10:00:13,Yakubu Hassan,Great participation today
TRN00000657,SES000029,2025-10-11 10:07:11,Segun Hassan,Make sure to review the reading material
TRN00000629,SES000029,2025-10-11 10:08:09,Habib Hassan,We'll continue this topic in the next class
TRN00000650,SES000029,2025-10-11 10:09:50,Prof. David Johnson,Everyone following so far
TRN00000633,SES000029,2025-10-11 10:10:15,Habib Hassan,Please pay attention to this important concept
TRN00000638,SES000029,2025-10-11 10:15:01,Habib Hassan,Let's look at a practical example
TRN00000658,SES000029,2025-10-11 10:16:47,Habib Hassan,Great participation today
TRN00000653,SES000029,2025-10-11 10:25:15,Rashida Smith,Make sure to review the reading material
TRN00000647,SES000029,2025-10-11 10:25:39,Alice Abubakar,The quiz will be open book
TRN00000649,SES000029,2025-10-11 10:28:15,Segun Hassan,We'll continue this topic in the next class
TRN00000637,SES000029,2025-10-11 10:30:57,Segun Hassan,Please submit your work on the portal
TRN00000643,SES000029,2025-10-11 10:32:41,Habib Hassan,"Good morning everyone, let's begin today's class"
TRN00000632,SES000029,2025-10-11 10:46:38,Prof. David Johnson,"This will be on the exam, so take notes"
TRN00000635,SES000029,2025-10-11 10:46:42,Yakubu Hassan,Everyone following so far
TRN00000651,SES000029,2025-10-11 10:51:03,Alice Abubakar,"This will be on the exam, so take notes"
TRN00000645,SES000029,2025-10-11 10:53:27,Rashida Smith,Who wants to share their screen
TRN00000646,SES000029,2025-10-11 10:57:27,Prof. David Johnson,Make sure to review the reading material
TRN00000652,SES000029,2025-10-11 10:57:59,Yakubu Hassan,Everyone following so far
TRN00000640,SES000029,2025-10-11 10:58:16,Alice Abubakar,Everyone following so far
TRN00000654,SES000029,2025-10-11 11:02:13,Yakubu Hassan,We'll continue this topic in the next class
TRN00000641,SES000029,2025-10-11 11:05:55,Prof. David Johnson,We'll continue this topic in the next class
TRN00000644,SES000029,2025-10-11 11:06:03,Habib Hassan,The deadline for the assignment is next Friday
TRN00000631,SES000029,2025-10-11 11:06:05,Prof. David Johnson,Any questions before we move on
TRN00000655,SES000029,2025-10-11 11:11:13,Segun Hassan,Everyone following so far
TRN00000656,SES000029,2025-10-11 11:16:38,Prof. David Johnson,Please submit your work on the portal
TRN00000648,SES000029,2025-10-11 11:27:23,Alice Abubakar,Can someone summarize what we covered last week
TRN00000634,SES000029,2025-10-11 11:27:57,Yakubu Hassan,Can someone summarize what we covered last week
TRN00000671,SES000030,2025-10-12 14:30:35,Evan Mohammed,That's an interesting question
TRN00000686,SES000030,2025-10-12 14:31:18,Diana Nwosu,Let me clarify that point
TRN00000688,SES000030,2025-10-12 14:32:04,Diana Nwosu,Everyone following so far
TRN00000669,SES000030,2025-10-12 14:35:07,Alice Abubakar,Any questions before we move on
TRN00000674,SES000030,2025-10-12 14:46:27,Kazeem Hassan,Please submit your work on the portal
TRN00000661,SES000030,2025-10-12 14:48:51,Xena Adeyemi,"Let's wrap up for today, see you next time"
TRN00000675,SES000030,2025-10-12 14:53:37,Diana Nwosu,Who wants to share their screen
TRN00000668,SES000030,2025-10-12 14:55:57,Diana Nwosu,Let me clarify that point
TRN00000680,SES000030,2025-10-12 14:58:26,Evan Mohammed,The quiz will be open book
TRN00000663,SES000030,2025-10-12 15:01:54,Kazeem Hassan,"That's correct, well done"
TRN00000679,SES000030,2025-10-12 15:01:58,Kazeem Hassan,Everyone following so far
TRN00000684,SES000030,2025-10-12 15:04:52,Dr. Ngozi Okonkwo,Let's look at a practical example
TRN00000670,SES000030,2025-10-12 15:06:40,Alice Abubakar,Who wants to share their screen
TRN00000662,SES000030,2025-10-12 15:07:45,Alice Abubakar,Please submit your work on the portal
TRN00000666,SES000030,2025-10-12 15:09:49,Alice Abubakar,Remember to check your email for updates
TRN00000681,SES000030,2025-10-12 15:09:50,Dr. Ngozi Okonkwo,Make sure to review the reading material
TRN00000683,SES000030,2025-10-12 15:11:30,Evan Mohammed,We'll continue this topic in the next class
TRN00000687,SES000030,2025-10-12 15:13:31,Alice Abubakar,Please pay attention to this important concept
TRN00000685,SES000030,2025-10-12 15:29:40,Diana Nwosu,Remember to check your email for updates
TRN00000659,SES000030,2025-10-12 15:35:45,Xena Adeyemi,We'll continue this topic in the next class
TRN00000660,SES000030,2025-10-12 15:41:37,Alice Abubakar,The quiz will be open book
TRN00000664,SES000030,2025-10-12 15:43:08,Xena Adeyemi,Please submit your work on the portal
TRN00000677,SES000030,2025-10-12 15:44:37,Dr. Ngozi Okonkwo,Let me clarify that point
TRN00000673,SES000030,2025-10-12 15:57:26,Dr. Ngozi Okonkwo,Any questions before we move on
TRN00000665,SES000030,2025-10-12 16:05:16,Evan Mohammed,Great participation today
TRN00000678,SES000030,2025-10-12 16:13:37,Dr. Ngozi Okonkwo,"Good morning everyone, let's begin today's class"
TRN00000676,SES000030,2025-10-12 16:17:47,Diana Nwosu,Remember to check your email for updates
TRN00000672,SES000030,2025-10-12 16:23:40,Kazeem Hassan,We'll continue this topic in the next class
TRN00000682,SES000030,2025-10-12 16:23:52,Diana Nwosu,"Good morning everyone, let's begin today's class"
TRN00000667,SES000030,2025-10-12 16:29:37,Diana Nwosu,Let's look at a practical example
TRN00000703,SES000031,2025-10-13 09:15:52,Quinn Smith,Let me clarify that point
TRN00000720,SES000031,2025-10-13 09:19:33,Charlie Johnson,Remember to check your email for updates
TRN00000712,SES000031,2025-10-13 09:20:41,Dayo Bello,Let's look at a practical example
TRN00000697,SES000031,2025-10-13 09:26:41,Prof. David Johnson,Let me clarify that point
TRN00000704,SES000031,2025-10-13 09:31:11,Quinn Smith,Who wants to share their screen
TRN00000702,SES000031,2025-10-13 09:34:27,Prof. David Johnson,We'll continue this topic in the next class
TRN00000715,SES000031,2025-10-13 09:39:57,Nkechi Johnson,"That's correct, well done"
TRN00000689,SES000031,2025-10-13 09:42:45,Nkechi Johnson,The quiz will be open book
TRN00000721,SES000031,2025-10-13 10:07:01,Quinn Smith,Let's look at a practical example
TRN00000723,SES000031,2025-10-13 10:08:04,Ade Hassan,Please submit your work on the portal
TRN00000692,SES000031,2025-10-13 10:11:25,Dayo Bello,"That's correct, well done"
TRN00000701,SES000031,2025-10-13 10:12:56,Dayo Bello,Any questions before we move on
TRN00000693,SES000031,2025-10-13 10:19:08,Ade Hassan,"Let's wrap up for today, see you next time"
TRN00000706,SES000031,2025-10-13 10:32:30,Prof. David Johnson,Can someone summarize what we covered last week
TRN00000696,SES000031,2025-10-13 10:34:26,Ade Hassan,That's an interesting question
TRN00000713,SES000031,2025-10-13 10:35:05,Quinn Smith,That's an interesting question
TRN00000716,SES000031,2025-10-13 10:35:06,Ade Hassan,Make sure to review the reading material
TRN00000700,SES000031,2025-10-13 10:37:16,Nkechi Johnson,Let me clarify that point
TRN00000694,SES000031,2025-10-13 10:38:00,Prof. David Johnson,Let's look at a practical example
TRN00000718,SES000031,2025-10-13 10:44:36,Charlie Johnson,Who wants to share their screen
TRN00000710,SES000031,2025-10-13 10:48:37,Ade Hassan,"That's correct, well done"
TRN00000719,SES000031,2025-10-13 10:53:50,Quinn Smith,Let me clarify that point
TRN00000699,SES000031,2025-10-13 10:54:38,Quinn Smith,We'll continue this topic in the next class
TRN00000698,SES000031,2025-10-13 10:56:59,Charlie Johnson,That's an interesting question
TRN00000714,SES000031,2025-10-13 10:57:50,Nkechi Johnson,Great participation today
TRN00000717,SES000031,2025-10-13 11:00:41,Nkechi Johnson,Great participation today
TRN00000707,SES000031,2025-10-13 11:05:31,Prof. David Johnson,"Good morning everyone, let's begin today's class"
TRN00000709,SES000031,2025-10-13 11:06:25,Dayo Bello,"That's correct, well done"
TRN00000722,SES000031,2025-10-13 11:09:07,Prof. David Johnson,That's an interesting question
TRN00000708,SES000031,2025-10-13 11:12:51,Charlie Johnson,Please pay attention to this important concept
TRN00000725,SES000031,2025-10-13 11:13:50,Nkechi Johnson,Let me clarify that point
TRN00000711,SES000031,2025-10-13 11:15:17,Charlie Johnson,Let me clarify that point
TRN00000690,SES000031,2025-10-13 11:21:17,Prof. David Johnson,We'll continue this topic in the next class
TRN00000695,SES000031,2025-10-13 11:23:36,Quinn Smith,The quiz will be open book
TRN00000705,SES000031,2025-10-13 11:25:45,Ade Hassan,Please submit your work on the portal
TRN00000691,SES000031,2025-10-13 11:32:11,Ade Hassan,"Let's wrap up for today, see you next time"
TRN00000724,SES000031,2025-10-13 11:44:14,Ade Hassan,Let's take a short break and continue
TRN00000731,SES000032,2025-10-15 16:50:21,Jide Abubakar,Everyone following so far
TRN00000743,SES000032,2025-10-15 16:53:20,Dr. Fatima Bello,We'll continue this topic in the next class
TRN00000740,SES000032,2025-10-15 17:04:09,Bisi Nwosu,Let's look at a practical example
TRN00000750,SES000032,2025-10-15 17:05:07,Bisi Nwosu,That's an interesting question
TRN00000759,SES000032,2025-10-15 17:06:43,Ian Okafor,Everyone following so far
TRN00000741,SES000032,2025-10-15 17:08:08,Jide Abubakar,"This will be on the exam, so take notes"
TRN00000752,SES000032,2025-10-15 17:12:02,Jide Abubakar,Let me clarify that point
TRN00000734,SES000032,2025-10-15 17:13:45,Jide Abubakar,Let me clarify that point
TRN00000751,SES000032,2025-10-15 17:14:48,Dr. Fatima Bello,Let's take a short break and continue
TRN00000735,SES000032,2025-10-15 17:18:01,Ian Okafor,Make sure to review the reading material
TRN00000756,SES000032,2025-10-15 17:20:07,Bisi Nwosu,Any questions before we move on
TRN00000746,SES000032,2025-10-15 17:20:48,Jide Abubakar,Can someone summarize what we covered last week
TRN00000762,SES000032,2025-10-15 17:21:05,Dr. Fatima Bello,"Let's wrap up for today, see you next time"
TRN00000737,SES000032,2025-10-15 17:29:58,Jide Abubakar,"Let's wrap up for today, see you next time"
TRN00000744,SES000032,2025-10-15 17:35:39,Quadri Smith,Let me clarify that point
TRN00000738,SES000032,2025-10-15 17:41:52,Dr. Fatima Bello,"Let's wrap up for today, see you next time"
TRN00000732,SES000032,2025-10-15 17:45:54,Quadri Smith,Please submit your work on the portal
TRN00000757,SES000032,2025-10-15 17:59:05,Ian Okafor,Let me clarify that point
TRN00000730,SES000032,2025-10-15 18:03:45,Dr. Fatima Bello,Let's take a short break and continue
TRN00000739,SES000032,2025-10-15 18:04:31,Quadri Smith,The deadline for the assignment is next Friday
TRN00000742,SES000032,2025-10-15 18:13:20,Quadri Smith,Great participation today
TRN00000755,SES000032,2025-10-15 18:23:39,Ian Okafor,The deadline for the assignment is next Friday
TRN00000726,SES000032,2025-10-15 18:27:59,Bisi Nwosu,Can someone summarize what we covered last week
TRN00000754,SES000032,2025-10-15 18:28:40,Lola Hassan,"Let's wrap up for today, see you next time"
TRN00000747,SES000032,2025-10-15 18:29:11,Bisi Nwosu,The deadline for the assignment is next Friday
TRN00000745,SES000032,2025-10-15 18:30:46,Ian Okafor,We'll continue this topic in the next class
TRN00000748,SES000032,2025-10-15 18:39:26,Quadri Smith,Great participation today
TRN00000733,SES000032,2025-10-15 18:46:29,Quadri Smith,Who wants to share their screen
TRN00000736,SES000032,2025-10-15 18:47:55,Ian Okafor,Can someone summarize what we covered last week
TRN00000761,SES000032,2025-10-15 18:48:18,Ian Okafor,Please pay attention to this important concept
TRN00000760,SES000032,2025-10-15 18:53:47,Quadri Smith,Who wants to share their screen
TRN00000758,SES000032,2025-10-15 18:55:55,Jide Abubakar,Great participation today
TRN00000753,SES000032,2025-10-15 18:57:37,Lola Hassan,We'll continue this topic in the next class
TRN00000728,SES000032,2025-10-15 19:05:19,Lola Hassan,Who wants to share their screen
TRN00000729,SES000032,2025-10-15 19:06:19,Ian Okafor,Can someone summarize what we covered last week
TRN00000749,SES000032,2025-10-15 19:08:52,Jide Abubakar,Great participation today
TRN00000727,SES000032,2025-10-15 19:14:17,Bisi Nwosu,Please pay attention to this important concept
TRN00000764,SES000033,2025-10-16 14:48:15,Rashida Smith,Remember to check your email for updates
TRN00000781,SES000033,2025-10-16 14:52:13,Evan Mohammed,Let's take a short break and continue
TRN00000784,SES000033,2025-10-16 14:52:16,Yusuf Mohammed,Any questions before we move on
TRN00000777,SES000033,2025-10-16 14:55:44,Zainab Hassan,Please pay attention to this important concept
TRN00000770,SES000033,2025-10-16 15:17:09,Evan Mohammed,Let me clarify that point
TRN00000783,SES000033,2025-10-16 15:23:04,Rashida Smith,Great participation today
TRN00000782,SES000033,2025-10-16 15:24:44,Zainab Hassan,Great participation today
TRN00000766,SES000033,2025-10-16 15:25:42,Rashida Smith,Remember to check your email for updates
TRN00000763,SES000033,2025-10-16 15:26:44,Zainab Hassan,"This will be on the exam, so take notes"
TRN00000779,SES000033,2025-10-16 15:29:10,Yemi Smith,Can someone summarize what we covered last week
TRN00000771,SES000033,2025-10-16 15:37:49,Yusuf Mohammed,"This will be on the exam, so take notes"
TRN00000774,SES000033,2025-10-16 15:38:21,Yemi Smith,"Good morning everyone, let's begin today's class"
TRN00000776,SES000033,2025-10-16 15:42:52,Rashida Smith,The quiz will be open book
TRN00000773,SES000033,2025-10-16 15:54:06,Yemi Smith,The quiz will be open book
TRN00000775,SES000033,2025-10-16 15:55:54,Yusuf Mohammed,Please submit your work on the portal
TRN00000767,SES000033,2025-10-16 15:57:08,Rashida Smith,Let me clarify that point
TRN00000778,SES000033,2025-10-16 15:58:37,Evan Mohammed,Make sure to review the reading material
TRN00000772,SES000033,2025-10-16 15:59:32,Yemi Smith,Everyone following so far
TRN00000769,SES000033,2025-10-16 16:03:01,Zainab Hassan,Please pay attention to this important concept
TRN00000768,SES000033,2025-10-16 16:05:16,Yusuf Mohammed,Let me clarify that point
TRN00000780,SES000033,2025-10-16 16:10:05,Zainab Hassan,"Let's wrap up for today, see you next time"
TRN00000765,SES000033,2025-10-16 16:10:16,Evan Mohammed,"This will be on the exam, so take notes"
TRN00000818,SES000034,2025-10-17 14:07:26,Zubair Mohammed,"This will be on the exam, so take notes"
TRN00000788,SES000034,2025-10-17 14:17:24,Prof. Ibrahim Mohammed,"Let's wrap up for today, see you next time"
TRN00000803,SES000034,2025-10-17 14:29:01,Nkechi Johnson,The quiz will be open book
TRN00000799,SES000034,2025-10-17 14:31:26,Alice Bello,"Good morning everyone, let's begin today's class"
TRN00000814,SES000034,2025-10-17 14:32:35,Nkechi Johnson,"Good morning everyone, let's begin today's class"
TRN00000816,SES000034,2025-10-17 14:35:27,Esther Adeyemi,"Let's wrap up for today, see you next time"
TRN00000790,SES000034,2025-10-17 14:44:32,Zubair Mohammed,We'll continue this topic in the next class
TRN00000796,SES000034,2025-10-17 14:45:58,Zubair Mohammed,"Good morning everyone, let's begin today's class"
TRN00000815,SES000034,2025-10-17 14:54:02,Nkechi Johnson,Everyone following so far
TRN00000804,SES000034,2025-10-17 14:58:50,Zubair Mohammed,Let's look at a practical example
TRN00000797,SES000034,2025-10-17 15:02:21,Esther Adeyemi,Everyone following so far
TRN00000795,SES000034,2025-10-17 15:05:19,George Okonkwo,Remember to check your email for updates
TRN00000793,SES000034,2025-10-17 15:07:05,Zubair Mohammed,Please pay attention to this important concept
TRN00000794,SES000034,2025-10-17 15:08:57,George Okonkwo,"Good morning everyone, let's begin today's class"
TRN00000820,SES000034,2025-10-17 15:15:35,Zubair Mohammed,We'll continue this topic in the next class
TRN00000791,SES000034,2025-10-17 15:15:42,Prof. Ibrahim Mohammed,Great participation today
TRN00000792,SES000034,2025-10-17 15:26:43,Prof. Ibrahim Mohammed,"Let's wrap up for today, see you next time"
TRN00000805,SES000034,2025-10-17 15:28:00,George Okonkwo,Great participation today
TRN00000789,SES000034,2025-10-17 15:31:13,Esther Adeyemi,Great participation today
TRN00000786,SES000034,2025-10-17 15:33:49,Alice Bello,Any questions before we move on
TRN00000785,SES000034,2025-10-17 15:38:55,Esther Adeyemi,"This will be on the exam, so take notes"
TRN00000800,SES000034,2025-10-17 15:41:36,Zubair Mohammed,We'll continue this topic in the next class
TRN00000813,SES000034,2025-10-17 15:47:07,Nkechi Johnson,Remember to check your email for updates
TRN00000807,SES000034,2025-10-17 15:47:42,Nkechi Johnson,"That's correct, well done"
TRN00000819,SES000034,2025-10-17 15:49:52,George Okonkwo,That's an interesting question
TRN00000812,SES000034,2025-10-17 15:50:15,Nkechi Johnson,Make sure to review the reading material
TRN00000810,SES000034,2025-10-17 15:50:57,George Okonkwo,Great participation today
TRN00000821,SES000034,2025-10-17 16:03:33,Prof. Ibrahim Mohammed,Who wants to share their screen
TRN00000802,SES000034,2025-10-17 16:08:15,Esther Adeyemi,"Good morning everyone, let's begin today's class"
TRN00000806,SES000034,2025-10-17 16:10:33,Alice Bello,Let's take a short break and continue
TRN00000808,SES000034,2025-10-17 16:10:51,George Okonkwo,"That's correct, well done"
TRN00000801,SES000034,2025-10-17 16:11:09,George Okonkwo,"Good morning everyone, let's begin today's class"
TRN00000787,SES000034,2025-10-17 16:11:11,Zubair Mohammed,Everyone following so far
TRN00000817,SES000034,2025-10-17 16:20:49,George Okonkwo,Let's take a short break and continue
TRN00000809,SES000034,2025-10-17 16:21:39,George Okonkwo,Let's look at a practical example
TRN00000798,SES000034,2025-10-17 16:22:52,Zubair Mohammed,"Let's wrap up for today, see you next time"
TRN00000811,SES000034,2025-10-17 16:24:02,George Okonkwo,"That's correct, well done"
TRN00000833,SES000035,2025-10-23 15:46:36,Fiona Nwosu,The quiz will be open book
TRN00000836,SES000035,2025-10-23 15:46:46,Ian Okafor,That's an interesting question
TRN00000826,SES000035,2025-10-23 15:52:26,Fiona Nwosu,Great participation today
TRN00000834,SES000035,2025-10-23 15:56:07,Dr. Chioma Adeyemi,That's an interesting question
TRN00000832,SES000035,2025-10-23 15:56:09,Victor Abubakar,"Good morning everyone, let's begin today's class"
TRN00000822,SES000035,2025-10-23 16:00:21,Jide Abubakar,Let's take a short break and continue
TRN00000835,SES000035,2025-10-23 16:01:48,Jide Abubakar,Who wants to share their screen
TRN00000831,SES000035,2025-10-23 16:02:02,Ian Okafor,Please submit your work on the portal
TRN00000823,SES000035,2025-10-23 16:03:21,Chidi Okafor,"This will be on the exam, so take notes"
TRN00000825,SES000035,2025-10-23 16:04:36,Dr. Chioma Adeyemi,Any questions before we move on
TRN00000827,SES000035,2025-10-23 16:10:57,Chidi Okafor,Can someone summarize what we covered last week
TRN00000828,SES000035,2025-10-23 16:21:55,Fiona Nwosu,Can someone summarize what we covered last week
TRN00000824,SES000035,2025-10-23 16:23:26,Fiona Nwosu,Who wants to share their screen
TRN00000829,SES000035,2025-10-23 16:42:52,Dr. Chioma Adeyemi,Let's look at a practical example
TRN00000830,SES000035,2025-10-23 16:43:59,Victor Abubakar,"Let's wrap up for today, see you next time"
TRN00000839,SES000036,2025-10-25 16:47:41,Dr. Fatima Bello,"That's correct, well done"
TRN00000842,SES000036,2025-10-25 16:54:04,Esther Adeyemi,"Good morning everyone, let's begin today's class"
TRN00000841,SES000036,2025-10-25 16:57:50,Dr. Fatima Bello,Who wants to share their screen
TRN00000851,SES000036,2025-10-25 17:00:26,Zubair Mohammed,Who wants to share their screen
TRN00000843,SES000036,2025-10-25 17:03:35,Dr. Fatima Bello,Who wants to share their screen
TRN00000837,SES000036,2025-10-25 17:12:15,Rachel Smith,Everyone following so far
TRN00000847,SES000036,2025-10-25 17:13:53,Rachel Smith,Everyone following so far
TRN00000849,SES000036,2025-10-25 17:17:47,Qudus Smith,The quiz will be open book
TRN00000845,SES000036,2025-10-25 17:20:05,Jide Abubakar,"This will be on the exam, so take notes"
TRN00000840,SES000036,2025-10-25 17:26:02,Zubair Mohammed,The deadline for the assignment is next Friday
TRN00000838,SES000036,2025-10-25 17:27:15,Qudus Smith,"Let's wrap up for today, see you next time"
TRN00000844,SES000036,2025-10-25 17:28:30,Qudus Smith,Who wants to share their screen
TRN00000846,SES000036,2025-10-25 17:32:27,Zubair Mohammed,Great participation today
TRN00000850,SES000036,2025-10-25 17:35:42,Zubair Mohammed,Make sure to review the reading material
TRN00000848,SES000036,2025-10-25 17:42:43,Dr. Fatima Bello,Let's look at a practical example
TRN00000858,SES000037,2025-10-29 13:03:37,Linda Bello,Everyone following so far
TRN00000853,SES000037,2025-10-29 13:10:33,Dr. Fatima Bello,"That's correct, well done"
TRN00000857,SES000037,2025-10-29 13:11:57,Quinn Smith,That's an interesting question
TRN00000860,SES000037,2025-10-29 13:14:35,Dr. Fatima Bello,Remember to check your email for updates
TRN00000862,SES000037,2025-10-29 13:16:46,Linda Bello,Let's look at a practical example
TRN00000859,SES000037,2025-10-29 13:19:12,Dr. Fatima Bello,"Good morning everyone, let's begin today's class"
TRN00000861,SES000037,2025-10-29 13:20:57,Dr. Fatima Bello,We'll continue this topic in the next class
TRN00000855,SES000037,2025-10-29 13:21:52,Ade Hassan,Let me clarify that point
TRN00000856,SES000037,2025-10-29 13:25:49,Dr. Fatima Bello,Everyone following so far
TRN00000852,SES000037,2025-10-29 13:29:45,Quinn Smith,Let's take a short break and continue
TRN00000854,SES000037,2025-10-29 13:37:38,Sam Abubakar,"This will be on the exam, so take notes"
TRN00000871,SES000038,2025-10-30 11:07:04,Dr. Fatima Bello,"Let's wrap up for today, see you next time"
TRN00000867,SES000038,2025-10-30 11:08:40,Idris Adeyemi,Can someone summarize what we covered last week
TRN00000878,SES000038,2025-10-30 11:17:07,Maryam Okafor,Everyone following so far
TRN00000864,SES000038,2025-10-30 11:19:11,Idris Adeyemi,"This will be on the exam, so take notes"
TRN00000868,SES000038,2025-10-30 11:30:05,Maryam Okafor,"This will be on the exam, so take notes"
TRN00000883,SES000038,2025-10-30 11:35:07,Dr. Fatima Bello,Great participation today
TRN00000884,SES000038,2025-10-30 11:37:18,Maryam Okafor,"That's correct, well done"
TRN00000874,SES000038,2025-10-30 11:40:58,Dayo Bello,The deadline for the assignment is next Friday
TRN00000882,SES000038,2025-10-30 11:45:28,Dr. Fatima Bello,Make sure to review the reading material
TRN00000875,SES000038,2025-10-30 11:45:35,Idris Adeyemi,Who wants to share their screen
TRN00000877,SES000038,2025-10-30 11:46:48,Dayo Bello,Everyone following so far
TRN00000866,SES000038,2025-10-30 11:49:25,Esther Adeyemi,Everyone following so far
TRN00000869,SES000038,2025-10-30 11:56:09,Chinwe Okafor,Let's look at a practical example
TRN00000870,SES000038,2025-10-30 11:59:28,Esther Adeyemi,Let's take a short break and continue
TRN00000881,SES000038,2025-10-30 12:09:11,Esther Adeyemi,Great participation today
TRN00000873,SES000038,2025-10-30 12:09:39,Maryam Okafor,Please pay attention to this important concept
TRN00000880,SES000038,2025-10-30 12:09:47,Dr. Fatima Bello,Make sure to review the reading material
TRN00000872,SES000038,2025-10-30 12:10:02,Maryam Okafor,Let's look at a practical example
TRN00000865,SES000038,2025-10-30 12:26:38,Chinwe Okafor,That's an interesting question
TRN00000863,SES000038,2025-10-30 12:27:10,Chinwe Okafor,That's an interesting question
TRN00000876,SES000038,2025-10-30 12:27:27,Esther Adeyemi,Let's look at a practical example
TRN00000879,SES000038,2025-10-30 12:28:16,Dr. Fatima Bello,We'll continue this topic in the next class
TRN00000897,SES000039,2025-11-04 15:30:17,Rachel Smith,Please pay attention to this important concept
TRN00000907,SES000039,2025-11-04 15:34:07,Idris Adeyemi,The deadline for the assignment is next Friday
TRN00000886,SES000039,2025-11-04 15:35:02,Idris Adeyemi,Remember to check your email for updates
TRN00000912,SES000039,2025-11-04 15:36:51,Idris Adeyemi,That's an interesting question
TRN00000888,SES000039,2025-11-04 15:44:08,Idris Adeyemi,Who wants to share their screen
TRN00000903,SES000039,2025-11-04 15:46:42,Tina Nwosu,Let's look at a practical example
TRN00000890,SES000039,2025-11-04 15:51:19,Rachel Smith,Can someone summarize what we covered last week
TRN00000922,SES000039,2025-11-04 15:51:41,Tina Nwosu,Please submit your work on the portal
TRN00000893,SES000039,2025-11-04 15:59:40,Dr. Fatima Bello,"Let's wrap up for today, see you next time"
TRN00000901,SES000039,2025-11-04 16:04:52,Tina Nwosu,"Good morning everyone, let's begin today's class"
TRN00000887,SES000039,2025-11-04 16:07:50,Yusuf Mohammed,"This will be on the exam, so take notes"
TRN00000896,SES000039,2025-11-04 16:12:28,Idris Adeyemi,Make sure to review the reading material
TRN00000911,SES000039,2025-11-04 16:13:26,Zara Okonkwo,Any questions before we move on
TRN00000927,SES000039,2025-11-04 16:19:10,Yusuf Mohammed,Please submit your work on the portal
TRN00000910,SES000039,2025-11-04 16:20:50,Yusuf Mohammed,"Let's wrap up for today, see you next time"
TRN00000925,SES000039,2025-11-04 16:21:00,Tina Nwosu,"Good morning everyone, let's begin today's class"
TRN00000920,SES000039,2025-11-04 16:26:40,Dr. Fatima Bello,"Good morning everyone, let's begin today's class"
TRN00000904,SES000039,2025-11-04 16:27:32,Dr. Fatima Bello,The quiz will be open book
TRN00000895,SES000039,2025-11-04 16:29:40,Yusuf Mohammed,Great participation today
TRN00000918,SES000039,2025-11-04 16:32:39,Tina Nwosu,Make sure to review the reading material
TRN00000909,SES000039,2025-11-04 16:35:30,Idris Adeyemi,The deadline for the assignment is next Friday
TRN00000928,SES000039,2025-11-04 16:36:09,Tina Nwosu,Great participation today
TRN00000889,SES000039,2025-11-04 16:43:34,Zara Okonkwo,That's an interesting question
TRN00000915,SES000039,2025-11-04 16:52:20,Tina Nwosu,We'll continue this topic in the next class
TRN00000898,SES000039,2025-11-04 16:56:10,Tina Nwosu,"This will be on the exam, so take notes"
