participant_id,session_id,student_id,student_name,joined_at,left_at,engagement_profile
PAR000506,SES000034,STU054,Blessing Okonkwo,2025-10-17 14:00:00,2025-10-17 16:30:00,high_engaged
PAR000507,SES000035,STU029,Chidi Okafor,2025-10-23 15:55:00,2025-10-23 16:45:00,high_engaged
PAR000508,SES000035,STU009,Ian Okafor,2025-10-23 15:47:00,2025-10-23 16:45:00,low_engaged
PAR000509,SES000035,STU036,Jide Abubakar,2025-10-23 15:55:00,2025-10-23 16:45:00,high_engaged
PAR000510,SES000035,STU048,Victor Abubakar,2025-10-23 15:50:00,2025-10-23 16:45:00,moderate
PAR000511,SES000035,STU006,Fiona Nwosu,2025-10-23 15:55:00,2025-10-23 16:45:00,high_engaged
PAR000512,SES000035,STU079,Bob Hassan,2025-10-23 15:50:00,2025-10-23 16:32:00,low_engaged
PAR000513,SES000035,STU028,Bisi Nwosu,2025-10-23 15:52:00,2025-10-23 16:45:00,low_engaged
PAR000514,SES000035,STU053,Abdul Nwosu,2025-10-23 15:55:00,2025-10-23 16:45:00,high_engaged
PAR000515,SES000035,STU039,Musa Johnson,2025-10-23 15:53:00,2025-10-23 16:45:00,moderate
PAR000516,SES000035,STU064,Lami Johnson,2025-10-23 15:45:00,2025-10-23 16:45:00,moderate
PAR000517,SES000035,STU014,Nina Nwosu,2025-10-23 15:54:00,2025-10-23 16:45:00,moderate
PAR000518,SES000035,STU069,Quadri Smith,2025-10-23 15:46:00,2025-10-23 16:45:00,high_engaged
PAR000519,SES000035,STU022,Vera Bello,2025-10-23 15:51:00,2025-10-23 16:45:00,low_engaged
PAR000520,SES000035,STU033,Gbenga Johnson,2025-10-23 15:54:00,2025-10-23 16:07:00,erratic
PAR000521,SES000035,STU013,Michael Johnson,2025-10-23 15:50:00,2025-10-23 16:45:00,erratic
PAR000522,SES000035,STU042,Patience Adeyemi,2025-10-23 15:48:00,2025-10-23 16:45:00,moderate
PAR000523,SES000035,STU050,Xavier Okafor,2025-10-23 15:48:00,2025-10-23 16:45:00,low_engaged
PAR000524,SES000036,STU077,Zubair Mohammed,2025-10-25 16:45:00,2025-10-25 17:45:00,low_engaged
PAR000525,SES000036,STU057,Esther Adeyemi,2025-10-25 16:50:00,2025-10-25 17:45:00,moderate
PAR000526,SES000036,STU043,Qudus Smith,2025-10-25 16:48:00,2025-10-25 17:45:00,low_engaged
PAR000527,SES000036,STU018,Rachel Smith,2025-10-25 16:55:00,2025-10-25 17:45:00,moderate
PAR000528,SES000036,STU036,Jide Abubakar,2025-10-25 16:55:00,2025-10-25 17:45:00,high_engaged
PAR000529,SES000036,STU041,Olu Mohammed,2025-10-25 16:48:00,2025-10-25 17:45:00,erratic
PAR000530,SES000036,STU006,Fiona Nwosu,2025-10-25 16:51:00,2025-10-25 17:45:00,high_engaged
PAR000531,SES000036,STU067,Obi Bello,2025-10-25 16:47:00,2025-10-25 17:45:00,high_engaged
PAR000532,SES000036,STU054,Blessing Okonkwo,2025-10-25 16:45:00,2025-10-25 17:45:00,high_engaged
PAR000533,SES000036,STU037,Kemi Adeyemi,2025-10-25 16:52:00,2025-10-25 17:45:00,high_engaged
PAR000534,SES000037,STU007,George Okonkwo,2025-10-29 13:08:00,2025-10-29 13:45:00,high_engaged
PAR000535,SES000037,STU019,Sam Abubakar,2025-10-29 13:07:00,2025-10-29 13:45:00,moderate
PAR000536,SES000037,STU027,Ade Hassan,2025-10-29 13:03:00,2025-10-29 13:45:00,high_engaged
PAR000537,SES000037,STU017,Quinn Smith,2025-10-29 13:02:00,2025-10-29 13:45:00,erratic
PAR000538,SES000037,STU012,Linda Bello,2025-10-29 13:04:00,2025-10-29 13:45:00,low_engaged
PAR000539,SES000037,STU023,Wale Smith,2025-10-29 13:07:00,2025-10-29 13:45:00,moderate
PAR000540,SES000037,STU071,Segun Hassan,2025-10-29 13:03:00,2025-10-29 13:45:00,low_engaged
PAR000541,SES000037,STU078,Alice Abubakar,2025-10-29 13:07:00,2025-10-29 13:45:00,moderate
PAR000542,SES000037,STU031,Emeka Okonkwo,2025-10-29 13:05:00,2025-10-29 13:45:00,moderate
PAR000543,SES000038,STU061,Idris Adeyemi,2025-10-30 11:06:00,2025-10-30 12:30:00,moderate
PAR000544,SES000038,STU057,Esther Adeyemi,2025-10-30 11:01:00,2025-10-30 12:30:00,moderate
PAR000545,SES000038,STU055,Chinwe Okafor,2025-10-30 11:04:00,2025-10-30 12:30:00,erratic
PAR000546,SES000038,STU065,Maryam Okafor,2025-10-30 11:02:00,2025-10-30 12:30:00,high_engaged
PAR000547,SES000038,STU056,Dayo Bello,2025-10-30 11:02:00,2025-10-30 12:30:00,erratic
PAR000548,SES000038,STU020,Tina Nwosu,2025-10-30 11:07:00,2025-10-30 12:30:00,high_engaged
PAR000549,SES000038,STU062,Joy Adeyemi,2025-10-30 11:04:00,2025-10-30 12:30:00,moderate
PAR000550,SES000038,STU003,Charlie Adeyemi,2025-10-30 11:09:00,2025-10-30 12:30:00,low_engaged
PAR000551,SES000039,STU018,Rachel Smith,2025-11-04 15:35:00,2025-11-04 18:30:00,moderate
PAR000552,SES000039,STU061,Idris Adeyemi,2025-11-04 15:34:00,2025-11-04 18:30:00,moderate
PAR000553,SES000039,STU026,Zara Okonkwo,2025-11-04 15:39:00,2025-11-04 18:30:00,moderate
PAR000554,SES000039,STU020,Tina Nwosu,2025-11-04 15:30:00,2025-11-04 18:30:00,high_engaged
PAR000555,SES000039,STU025,Yusuf Mohammed,2025-11-04 15:31:00,2025-11-04 18:30:00,high_engaged
PAR000556,SES000039,STU001,Alice Bello,2025-11-04 15:39:00,2025-11-04 18:30:00,low_engaged
PAR000557,SES000039,STU002,Bob Okafor,2025-11-04 15:36:00,2025-11-04 18:30:00,low_engaged
PAR000558,SES000039,STU065,Maryam Okafor,2025-11-04 15:35:00,2025-11-04 18:30:00,high_engaged
PAR000559,SES000039,STU048,Victor Abubakar,2025-11-04 15:37:00,2025-11-04 18:30:00,moderate
PAR000560,SES000039,STU063,Kazeem Hassan,2025-11-04 15:35:00,2025-11-04 18:30:00,erratic
PAR000561,SES000039,STU052,Zainab Hassan,2025-11-04 15:40:00,2025-11-04 18:30:00,low_engaged
PAR000562,SES000039,STU054,Blessing Okonkwo,2025-11-04 15:36:00,2025-11-04 18:30:00,high_engaged
PAR000563,SES000039,STU051,Yemi Smith,2025-11-04 15:33:00,2025-11-04 18:30:00,low_engaged
PAR000564,SES000040,STU004,Diana Nwosu,2025-11-06 13:38:00,2025-11-06 14:30:00,moderate
PAR000565,SES000040,STU019,Sam Abubakar,2025-11-06 13:36:00,2025-11-06 14:30:00,moderate
PAR000566,SES000040,STU034,Halima Nwosu,2025-11-06 13:36:00,2025-11-06 14:30:00,high_engaged
PAR000567,SES000040,STU059,Gloria Bello,2025-11-06 13:34:00,2025-11-06 14:30:00,low_engaged
PAR000568,SES000040,STU079,Bob Hassan,2025-11-06 13:38:00,2025-11-06 14:30:00,low_engaged
PAR000569,SES000040,STU033,Gbenga Johnson,2025-11-06 13:36:00,2025-11-06 14:30:00,erratic
PAR000570,SES000040,STU032,Funmi Mohammed,2025-11-06 13:36:00,2025-11-06 14:30:00,erratic
PAR000571,SES000040,STU021,Umar Nwosu,2025-11-06 13:31:00,2025-11-06 14:30:00,high_engaged
PAR000572,SES000040,STU002,Bob Okafor,2025-11-06 13:39:00,2025-11-06 14:30:00,low_engaged
PAR000573,SES000040,STU015,Oscar Smith,2025-11-06 13:35:00,2025-11-06 14:30:00,high_engaged
PAR000574,SES000040,STU012,Linda Bello,2025-11-06 13:34:00,2025-11-06 14:30:00,low_engaged
PAR000575,SES000040,STU050,Xavier Okafor,2025-11-06 13:36:00,2025-11-06 14:30:00,low_engaged
PAR000576,SES000040,STU051,Yemi Smith,2025-11-06 13:30:00,2025-11-06 14:30:00,low_engaged
PAR000577,SES000040,STU011,Kevin Okonkwo,2025-11-06 13:37:00,2025-11-06 13:46:00,high_engaged
PAR000578,SES000041,STU054,Blessing Okonkwo,2025-11-14 08:04:00,2025-11-14 09:30:00,high_engaged
PAR000579,SES000041,STU068,Peace Mohammed,2025-11-14 08:06:00,2025-11-14 09:30:00,erratic
PAR000580,SES000041,STU080,Charlie Johnson,2025-11-14 08:09:00,2025-11-14 09:30:00,moderate
PAR000581,SES000041,STU037,Kemi Adeyemi,2025-11-14 08:10:00,2025-11-14 09:30:00,high_engaged
PAR000582,SES000041,STU056,Dayo Bello,2025-11-14 08:04:00,2025-11-14 08:24:00,erratic
PAR000583,SES000041,STU022,Vera Bello,2025-11-14 08:04:00,2025-11-14 08:12:00,low_engaged
PAR000584,SES000041,STU023,Wale Smith,2025-11-14 08:09:00,2025-11-14 09:30:00,moderate
PAR000585,SES000041,STU048,Victor Abubakar,2025-11-14 08:07:00,2025-11-14 09:30:00,moderate
PAR000586,SES000041,STU024,Xena Adeyemi,2025-11-14 08:01:00,2025-11-14 08:40:00,moderate
PAR000587,SES000041,STU018,Rachel Smith,2025-11-14 08:00:00,2025-11-14 09:30:00,moderate
PAR000588,SES000041,STU026,Zara Okonkwo,2025-11-14 08:00:00,2025-11-14 09:30:00,moderate
PAR000589,SES000041,STU063,Kazeem Hassan,2025-11-14 08:08:00,2025-11-14 09:30:00,erratic
PAR000590,SES000041,STU072,Temitope Adeyemi,2025-11-14 08:06:00,2025-11-14 09:30:00,low_engaged
PAR000591,SES000041,STU065,Maryam Okafor,2025-11-14 08:04:00,2025-11-14 09:30:00,high_engaged
PAR000592,SES000041,STU015,Oscar Smith,2025-11-14 08:07:00,2025-11-14 09:30:00,high_engaged
PAR000593,SES000041,STU058,Femi Smith,2025-11-14 08:09:00,2025-11-14 09:30:00,erratic
PAR000594,SES000041,STU028,Bisi Nwosu,2025-11-14 08:05:00,2025-11-14 09:30:00,low_engaged
PAR000595,SES000041,STU012,Linda Bello,2025-11-14 08:05:00,2025-11-14 09:30:00,low_engaged
PAR000596,SES000041,STU013,Michael Johnson,2025-11-14 08:03:00,2025-11-14 09:30:00,erratic
PAR000597,SES000041,STU004,Diana Nwosu,2025-11-14 08:10:00,2025-11-14 09:30:00,moderate
PAR000598,SES000041,STU073,Umaru Hassan,2025-11-14 08:09:00,2025-11-14 09:30:00,high_engaged
PAR000599,SES000041,STU069,Quadri Smith,2025-11-14 08:05:00,2025-11-14 09:30:00,high_engaged
PAR000600,SES000041,STU052,Zainab Hassan,2025-11-14 08:01:00,2025-11-14 08:57:00,low_engaged
PAR000601,SES000041,STU049,Wunmi Hassan,2025-11-14 08:02:00,2025-11-14 08:22:00,erratic
PAR000602,SES000041,STU062,Joy Adeyemi,2025-11-14 08:08:00,2025-11-14 09:30:00,moderate
PAR000603,SES000042,STU032,Funmi Mohammed,2025-11-14 15:16:00,2025-11-14 16:00:00,erratic
PAR000604,SES000042,STU048,Victor Abubakar,2025-11-14 15:19:00,2025-11-14 16:00:00,moderate
PAR000605,SES000042,STU058,Femi Smith,2025-11-14 15:17:00,2025-11-14 16:00:00,erratic
PAR000606,SES000042,STU061,Idris Adeyemi,2025-11-14 15:24:00,2025-11-14 16:00:00,moderate
PAR000607,SES000042,STU066,Nnamdi Nwosu,2025-11-14 15:23:00,2025-11-14 15:43:00,erratic
PAR000608,SES000042,STU053,Abdul Nwosu,2025-11-14 15:16:00,2025-11-14 16:00:00,high_engaged
PAR000609,SES000042,STU025,Yusuf Mohammed,2025-11-14 15:25:00,2025-11-14 16:00:00,high_engaged
PAR000610,SES000042,STU001,Alice Bello,2025-11-14 15:22:00,2025-11-14 16:00:00,low_engaged
PAR000611,SES000042,STU042,Patience Adeyemi,2025-11-14 15:22:00,2025-11-14 16:00:00,moderate
PAR000612,SES000042,STU003,Charlie Adeyemi,2025-11-14 15:22:00,2025-11-14 16:00:00,low_engaged
PAR000613,SES000042,STU047,Uche Okonkwo,2025-11-14 15:18:00,2025-11-14 16:00:00,moderate
PAR000614,SES000042,STU006,Fiona Nwosu,2025-11-14 15:17:00,2025-11-14 16:00:00,high_engaged
PAR000615,SES000042,STU072,Temitope Adeyemi,2025-11-14 15:25:00,2025-11-14 16:00:00,low_engaged
PAR000616,SES000042,STU057,Esther Adeyemi,2025-11-14 15:16:00,2025-11-14 16:00:00,moderate
PAR000617,SES000042,STU030,Dara Okafor,2025-11-14 15:15:00,2025-11-14 16:00:00,low_engaged
PAR000618,SES000042,STU063,Kazeem Hassan,2025-11-14 15:20:00,2025-11-14 16:00:00,erratic
PAR000619,SES000042,STU052,Zainab Hassan,2025-11-14 15:19:00,2025-11-14 16:00:00,low_engaged
PAR000620,SES000042,STU079,Bob Hassan,2025-11-14 15:19:00,2025-11-14 16:00:00,low_engaged
PAR000621,SES000042,STU040,Nkechi Johnson,2025-11-14 15:25:00,2025-11-14 16:00:00,moderate
PAR000622,SES000042,STU051,Yemi Smith,2025-11-14 15:17:00,2025-11-14 16:00:00,low_engaged
PAR000623,SES000042,STU069,Quadri Smith,2025-11-14 15:25:00,2025-11-14 16:00:00,high_engaged
PAR000624,SES000042,STU023,Wale Smith,2025-11-14 15:16:00,2025-11-14 16:00:00,moderate
PAR000625,SES000042,STU028,Bisi Nwosu,2025-11-14 15:20:00,2025-11-14 16:00:00,low_engaged
PAR000626,SES000042,STU031,Emeka Okonkwo,2025-11-14 15:24:00,2025-11-14 16:00:00,moderate
PAR000627,SES000042,STU043,Qudus Smith,2025-11-14 15:24:00,2025-11-14 15:39:00,low_engaged
PAR000628,SES000043,STU049,Wunmi Hassan,2025-11-17 16:02:00,2025-11-17 17:30:00,erratic
PAR000629,SES000043,STU072,Temitope Adeyemi,2025-11-17 16:06:00,2025-11-17 17:30:00,low_engaged
PAR000630,SES000043,STU056,Dayo Bello,2025-11-17 16:00:00,2025-11-17 17:30:00,erratic
PAR000631,SES000043,STU030,Dara Okafor,2025-11-17 16:09:00,2025-11-17 17:30:00,low_engaged
PAR000632,SES000043,STU029,Chidi Okafor,2025-11-17 16:06:00,2025-11-17 17:30:00,high_engaged
PAR000633,SES000043,STU034,Halima Nwosu,2025-11-17 16:05:00,2025-11-17 17:30:00,high_engaged
PAR000634,SES000043,STU015,Oscar Smith,2025-11-17 16:10:00,2025-11-17 17:30:00,high_engaged
PAR000635,SES000043,STU038,Lola Hassan,2025-11-17 16:02:00,2025-11-17 17:30:00,moderate
PAR000636,SES000043,STU012,Linda Bello,2025-11-17 16:09:00,2025-11-17 17:30:00,low_engaged
PAR000637,SES000043,STU074,Vivian Hassan,2025-11-17 16:01:00,2025-11-17 17:30:00,erratic
PAR000638,SES000043,STU079,Bob Hassan,2025-11-17 16:08:00,2025-11-17 17:30:00,low_engaged
PAR000639,SES000043,STU044,Rashida Smith,2025-11-17 16:05:00,2025-11-17 17:30:00,high_engaged
PAR000640,SES000043,STU025,Yusuf Mohammed,2025-11-17 16:04:00,2025-11-17 17:30:00,high_engaged
PAR000641,SES000043,STU071,Segun Hassan,2025-11-17 16:07:00,2025-11-17 17:30:00,low_engaged
PAR000642,SES000043,STU048,Victor Abubakar,2025-11-17 16:02:00,2025-11-17 17:30:00,moderate
PAR000643,SES000044,STU005,Evan Mohammed,2025-11-19 10:24:00,2025-11-19 13:15:00,erratic
PAR000644,SES000044,STU077,Zubair Mohammed,2025-11-19 10:18:00,2025-11-19 13:15:00,low_engaged
PAR000645,SES000044,STU041,Olu Mohammed,2025-11-19 10:21:00,2025-11-19 11:51:00,erratic
PAR000646,SES000044,STU040,Nkechi Johnson,2025-11-19 10:17:00,2025-11-19 13:15:00,moderate
PAR000647,SES000044,STU065,Maryam Okafor,2025-11-19 10:18:00,2025-11-19 13:15:00,high_engaged
PAR000648,SES000044,STU016,Paula Mohammed,2025-11-19 10:18:00,2025-11-19 13:15:00,low_engaged
PAR000649,SES000044,STU036,Jide Abubakar,2025-11-19 10:15:00,2025-11-19 13:15:00,high_engaged
PAR000650,SES000045,STU063,Kazeem Hassan,2025-11-23 13:51:00,2025-11-23 15:15:00,erratic
PAR000651,SES000045,STU051,Yemi Smith,2025-11-23 13:50:00,2025-11-23 15:15:00,low_engaged
PAR000652,SES000045,STU039,Musa Johnson,2025-11-23 13:51:00,2025-11-23 15:15:00,moderate
PAR000653,SES000045,STU021,Umar Nwosu,2025-11-23 13:49:00,2025-11-23 15:15:00,high_engaged
PAR000654,SES000045,STU003,Charlie Adeyemi,2025-11-23 13:48:00,2025-11-23 15:15:00,low_engaged
PAR000655,SES000045,STU071,Segun Hassan,2025-11-23 13:53:00,2025-11-23 15:15:00,low_engaged
PAR000656,SES000045,STU079,Bob Hassan,2025-11-23 13:47:00,2025-11-23 15:15:00,low_engaged
PAR000657,SES000045,STU044,Rashida Smith,2025-11-23 13:54:00,2025-11-23 15:15:00,high_engaged
PAR000658,SES000046,STU039,Musa Johnson,2025-11-25 14:17:00,2025-11-25 16:15:00,moderate
PAR000659,SES000046,STU059,Gloria Bello,2025-11-25 14:22:00,2025-11-25 16:15:00,low_engaged
PAR000660,SES000046,STU021,Umar Nwosu,2025-11-25 14:17:00,2025-11-25 16:15:00,high_engaged
PAR000661,SES000046,STU074,Vivian Hassan,2025-11-25 14:18:00,2025-11-25 16:15:00,erratic
PAR000662,SES000047,STU047,Uche Okonkwo,2025-11-25 15:25:00,2025-11-25 17:15:00,moderate
PAR000663,SES000047,STU074,Vivian Hassan,2025-11-25 15:17:00,2025-11-25 17:15:00,erratic
PAR000664,SES000047,STU014,Nina Nwosu,2025-11-25 15:21:00,2025-11-25 17:15:00,moderate
PAR000665,SES000048,STU008,Hannah Nwosu,2025-11-26 09:10:00,2025-11-26 10:30:00,moderate
PAR000666,SES000048,STU013,Michael Johnson,2025-11-26 09:06:00,2025-11-26 10:30:00,erratic
PAR000667,SES000048,STU046,Tolu Okonkwo,2025-11-26 09:10:00,2025-11-26 10:30:00,moderate
PAR000668,SES000048,STU061,Idris Adeyemi,2025-11-26 09:03:00,2025-11-26 09:38:00,moderate
PAR000669,SES000048,STU023,Wale Smith,2025-11-26 09:06:00,2025-11-26 10:30:00,moderate
PAR000670,SES000048,STU007,George Okonkwo,2025-11-26 09:09:00,2025-11-26 10:30:00,high_engaged
PAR000671,SES000048,STU016,Paula Mohammed,2025-11-26 09:10:00,2025-11-26 10:30:00,low_engaged
PAR000672,SES000048,STU066,Nnamdi Nwosu,2025-11-26 09:10:00,2025-11-26 10:30:00,erratic
PAR000673,SES000049,STU049,Wunmi Hassan,2025-11-28 10:06:00,2025-11-28 13:00:00,erratic
PAR000674,SES000049,STU036,Jide Abubakar,2025-11-28 10:10:00,2025-11-28 13:00:00,high_engaged
PAR000675,SES000049,STU057,Esther Adeyemi,2025-11-28 10:04:00,2025-11-28 13:00:00,moderate
PAR000676,SES000049,STU048,Victor Abubakar,2025-11-28 10:01:00,2025-11-28 13:00:00,moderate
PAR000677,SES000049,STU002,Bob Okafor,2025-11-28 10:08:00,2025-11-28 13:00:00,low_engaged
PAR000678,SES000049,STU016,Paula Mohammed,2025-11-28 10:00:00,2025-11-28 13:00:00,low_engaged
PAR000679,SES000049,STU015,Oscar Smith,2025-11-28 10:08:00,2025-11-28 13:00:00,high_engaged
PAR000680,SES000049,STU011,Kevin Okonkwo,2025-11-28 10:08:00,2025-11-28 13:00:00,high_engaged
PAR000681,SES000049,STU075,Williams Okonkwo,2025-11-28 10:08:00,2025-11-28 13:00:00,erratic
PAR000682,SES000049,STU063,Kazeem Hassan,2025-11-28 10:08:00,2025-11-28 13:00:00,erratic
PAR000683,SES000049,STU066,Nnamdi Nwosu,2025-11-28 10:10:00,2025-11-28 11:08:00,erratic
PAR000684,SES000049,STU029,Chidi Okafor,2025-11-28 10:10:00,2025-11-28 13:00:00,high_engaged
PAR000685,SES000049,STU003,Charlie Adeyemi,2025-11-28 10:02:00,2025-11-28 13:00:00,low_engaged
PAR000686,SES000049,STU062,Joy Adeyemi,2025-11-28 10:02:00,2025-11-28 12:01:00,moderate
PAR000687,SES000049,STU079,Bob Hassan,2025-11-28 10:05:00,2025-11-28 10:42:00,low_engaged
PAR000688,SES000049,STU013,Michael Johnson,2025-11-28 10:09:00,2025-11-28 13:00:00,erratic
PAR000689,SES000049,STU024,Xena Adeyemi,2025-11-28 10:02:00,2025-11-28 13:00:00,moderate
PAR000690,SES000050,STU005,Evan Mohammed,2025-11-30 12:04:00,2025-11-30 14:21:00,erratic
PAR000691,SES000050,STU011,Kevin Okonkwo,2025-11-30 12:04:00,2025-11-30 14:30:00,high_engaged
PAR000692,SES000050,STU016,Paula Mohammed,2025-11-30 12:07:00,2025-11-30 14:17:00,low_engaged
PAR000693,SES000050,STU065,Maryam Okafor,2025-11-30 12:05:00,2025-11-30 14:30:00,high_engaged
PAR000694,SES000050,STU039,Musa Johnson,2025-11-30 12:05:00,2025-11-30 14:30:00,moderate
PAR000695,SES000050,STU047,Uche Okonkwo,2025-11-30 12:08:00,2025-11-30 14:30:00,moderate
PAR000696,SES000050,STU070,Rukayat Abubakar,2025-11-30 12:01:00,2025-11-30 14:30:00,low_engaged
PAR000697,SES000050,STU022,Vera Bello,2025-11-30 12:00:00,2025-11-30 14:30:00,low_engaged
PAR000698,SES000050,STU055,Chinwe Okafor,2025-11-30 12:03:00,2025-11-30 13:03:00,erratic
PAR000699,SES000050,STU001,Alice Bello,2025-11-30 12:02:00,2025-11-30 14:30:00,low_engaged
PAR000700,SES000050,STU032,Funmi Mohammed,2025-11-30 12:03:00,2025-11-30 14:30:00,erratic
